QL-4445,Арт Авиа,Азербайджан
Ne-2916,РусЛайн,Бутан
VS-3935,Авиакомпания «Лайт Эйр»,Абхазия
CT-6010,Петрозаводск Аэропорт,Китай
Ae-4169,МАЦ,Армения
QJ-4223,Ай Флай,Израиль
YQ-4528,Тулпар Эйр,Афганистан
SN-6679,Дельта К,Гайана
JX-8944,Бурал,Бразилия
WL-4361,Нижневартовскавиа,Исландия
KN-1172,Конверс Авиа,Аргентина
DV-2923,Сибирь,Беларусь
eD-7788,Грозный Авиа ПАО,Гватемала
RR-3219,Ангара АК ЗАО,Гвинея-Бисау
HX-3544,СИБИА,Вануату
ZP-5051,РОЯЛ ФЛАЙТ,Американское Самоа
GC-1004,Ред Вингс АО,Гондурас
GU-9427,Россия СЛО,Гибралтар
VC-6814,ТУРУХАН,Аргентина
GU-8976,Авиа Менеджмент Груп,Гернси
UH-9624,СЕВЕРСТАЛЬ АП ООО,Австрия
PM-8526,Универсал-Авиа ГУП РК,Беларусь
eD-8368,Авиакомпания «Лайт Эйр»,Испания
II-6039,ВИМ-АВИА,Габон
GT-6578,Меридиан,Аруба
ZW-5206,МАЦ,Гернси
KB-4804,Газпром авиа ООО,Гваделупа
GO-4575,ВЗЛЕТ НПО, ЗАО,Иран, Исламская Республика
VK-9510,ВИМ-АВИА,Германия
GU-1339,АЛРОСА Авиакомпания АО,Австрия
OO-3364,ИрАэро АК АО,Венесуэла Боливарианская Республика
ZA-6487,МАЦ,Ирак
CG-8021,Таймыр ОАО,Киргизия
DF-7945,Авиакомпания СОКОЛ,Грузия
NG-2442,СиЛА,Бруней-Даруссалам
UC-6682,Северный Ветер,Гайана
UM-2053,Абакан Эир,Австралия
IV-2889,Ельцовка АП ЗАО,Аруба
JI-2616,Авиастар-ТУ,Доминика
TH-9371,Авиалифт Владивосток,Армения
AR-3568,Уктус,Ирак
QN-2231,Сибирь,Абхазия
PX-3357,Аэрофлот ПАО,Доминика
XQ-3904,Авиалифт Владивосток,Гайана
VF-7844,Камчатское АП ОАО,Болгария
eL-4158,СКОЛ,Бенин
IZ-1195,Авиакон Цитотранс,Азербайджан
OB-1216,СИМАРГЛ,Камбоджа
AL-6968,Ред Вингс АО,Джерси
OZ-8320,Норильск Авиа,Джибути
GY-2548,Арго,Бонайре, Саба и Синт-Эстатиус
TZ-4998,Авиакомпания «Лайт Эйр»,Бельгия
JV-5515,АЛРОСА Авиакомпания АО,Бразилия
DG-6562,АЗУР эйр,Гренада
PX-6760,Победа,Индия
HT-8025,АЛРОСА Авиакомпания АО,Зимбабве
PY-7675,Комиавиатранс ОАО,Багамы
LN-8698,Вологодское АП,Иордания
VY-1578,СЕВЕРСТАЛЬ АП ООО,Азербайджан
JT-1416,Грозный Авиа ПАО,Гватемала
WG-8617,Авиакомпания «Лайт Эйр»,Колумбия
LA-5376,Полярные авиалинии АО,Киргизия
XO-1475,АЭРОКУЗБАСС,Бельгия
UC-9815,Меридиан,Индия
XC-9015,Аврора,Антигуа и Барбуда
KI-1440,СИМАРГЛ,Бонайре, Саба и Синт-Эстатиус
eQ-2662,Меридиан,Болгария
NN-3232,АэроБратск,Гренландия
DB-2639,СИМАРГЛ,Гвинея-Бисау
XR-7692,Уральские авиалинии,Австралия
WA-3794,Амур,Доминиканская Республика
MK-7189,АэроБратск,Казахстан
AW-6381,Ай Флай,Барбадос
TF-1061,ДОНАВИА,Азербайджан
LO-9825,Авиа Менеджмент Груп,Американское Самоа
NH-7992,СиЛА,Азербайджан
GC-7670,Икар ООО,Кабо-Верде
eI-4056,Арт Авиа,Бутан
OU-2127,Саратовские авиалинии,Италия
RW-3608,Бурал,Бруней-Даруссалам
KF-9792,Восток,Бельгия
YI-7211,ПАНХ НПК ОАО,Камбоджа
GM-2110,Летные  проверки и системы,Беларусь
JJ-6830,Норильск Авиа,Бурунди
AQ-8031,Аэросервис (Чита),Коморы
OP-5139,Арго,Барбадос
BR-7734,ВИМ-АВИА,name
TL-9279,Авиашельф,Андорра
eH-5353,РусЛайн,Ангилья
LA-5785,СИМАРГЛ,Египет
YJ-9471,Алтайские Авиалинии,Казахстан
NR-1992,АТРАН,Китай
HU-7409,Грозный Авиа ПАО,Барбадос
MQ-4804,АРКТИКА,Ангола
FC-1109,Авиакомпания СОКОЛ,Западная Сахара
FN-3454,АТРАН,Аруба
AS-4591,Арго,Бахрейн
MK-5360,Россия Авиакомпания АО,Бахрейн
KK-7207,СиЛА,Джерси
eY-8121,Бурал,Киргизия
HK-1916,АРКТИКА,Израиль
AZ-7799,Авиакомпания «Лайт Эйр»,Гуам
PR-6808,КрасАвиа,Китай
XP-2220,ВИТЯЗЬ-АЭРО АК ООО,Гаити
KK-1881,Аэропорт Оренбург,Гондурас
AH-1156,РусДжет,Гамбия
DJ-9559,Оренбургские АЛ АО,Кирибати
QS-6661,Космос,Ангола
DK-9819,Таймыр ОАО,Аруба
MD-8798,Псковавиа,Бахрейн
RM-3305,ИрАэро АК АО,Индия
DT-9948,Победа,Гана
AS-9437,Вертикаль-Т ООО,Доминика
KH-9601,Ельцовка АП ЗАО,Испания
UD-2197,Алтайские Авиалинии,Камбоджа
ZA-9488,СиЛА,Габон
QH-4029,ВИМ-АВИА,Ангилья
LA-7542,Казанское авиапредприятие,Иордания
HI-8538,Авиастар-ТУ,Кипр
HW-4962,Алтайские Авиалинии,Западная Сахара
BJ-8932,Уральские авиалинии,Казахстан
PQ-8309,РУССЭЙР,Болгария
VT-7851,Сибирь,Гуам
OT-1419,Аэропорт Оренбург,Дания
KZ-6670,Геликс,Алжир
eX-5221,ВЗЛЕТ НПО, ЗАО,Доминика
eJ-1162,Авиа Менеджмент Груп,Антарктида
TA-4124,Универсал-Авиа ГУП РК,Гватемала
WM-8213,Аэросервис (Даг.),Гибралтар
TO-8276,РУССЭЙР,Аргентина
HQ-6008,АТРАН,name
HM-4529,Икар ООО,Бруней-Даруссалам
XR-4838,СКОЛ,Коста-Рика
WS-5322,Балтийские авиалинии,Американское Самоа
GZ-2044,Меридиан,Иран, Исламская Республика
LY-3569,АЛРОСА Авиакомпания АО,Виргинские острова, Британские
DI-9931,ИрАэро АК АО,Иран, Исламская Республика
OF-2128,АЛРОСА Авиакомпания АО,Армения
AO-4918,АэроБратск,Грузия
CR-2214,АРКТИКА,Аргентина
OQ-1253,Конверс Авиа,Бермуды
JV-2263,МАЦ,Венгрия
HG-8363,Икар ООО,Исландия
NV-9293,Авиашельф,Бутан
AI-8545,ИрАэро АК АО,Конго, Демократическая Республика
ZD-7715,Аэросервис (Даг.),Корея, Республика
FU-5650,ЛУКОЙЛ-АВИА ООО,Бермуды
BC-9238,Северо-Запад,Беларусь
RZ-7167,Норильск Авиа,Виргинские острова, США
RW-8134,Универсал-Авиа ГУП РК,Венгрия
VW-6963,РОЯЛ ФЛАЙТ,Аруба
VF-6492,Сибирь,Китай
Qe-8549,СИРИУС-АЭРО,Ангилья
MK-2631,Северо-Запад,Дания
UV-8693,Конверс Авиа,Гвинея
CJ-4367,Аэрофлот ПАО,Корея, Народно-Демократическая Республика
GG-2808,Дальнереченск Авиа,Гваделупа
YV-7491,ВЕКТОР АПК ООО,Гонконг
QM-2941,Аэрофлот ПАО,Вьетнам
PG-6757,Авиа Менеджмент Груп,Австрия
QD-9607,Авиакон Цитотранс,Бенин
XF-7664,Нордавиа-регион.АЛ,Корея, Республика
XY-7615,Абакан Эир,Колумбия
Ke-9712,Арт Авиа,Австралия
HM-8561,АЛРОСА Авиакомпания АО,Коста-Рика
MO-9878,Саратовские авиалинии,Босния и Герцеговина
MK-1245,ДОНАВИА,Корея, Республика
XV-8291,Таймыр ОАО,Кипр
VH-2579,Уральские авиалинии,Корея, Республика
KS-7176,Авиакомпания СОКОЛ,Албания
CL-2891,Псковавиа,Доминика
CG-7870,Северный Ветер,Кения
GY-1835,Универсал-Авиа ГУП РК,Абхазия
eD-8880,ТУРУХАН,Гернси
FR-1609,Авиакомпания СОКОЛ,Бахрейн
ZU-6575,Алтайские Авиалинии,Беларусь
ZS-2415,Геликс,Гамбия
PP-6450,ВЗЛЕТ НПО, ЗАО,Бразилия
HY-5060,БАРКОЛ,Бермуды
PD-9457,Оренбургские АЛ АО,name
WF-1656,Дельта К,Гайана
BK-3082,Камчатское АП ОАО,Бенин
MA-1229,Аэролимузин,Вьетнам
RO-7025,Россия СЛО,Аргентина
JJ-8118,Восток,Гибралтар
IM-1760,Грозный Авиа ПАО,Гернси
MB-8067,Амурская авиабаза,Исландия
UM-1699,Уктус,Албания
AM-8198,Арт Авиа,Джерси
YZ-4851,КрасАвиа,Израиль
NV-5940,Саратовские авиалинии,Катар
HM-4764,СИМАРГЛ,Корея, Народно-Демократическая Республика
FM-6448,Казанское авиапредприятие,Коста-Рика
VR-1971,Бурал,Белиз
VU-2330,Арт Авиа,Бутан
JT-3978,Джет Эйр Групп,Австрия
OG-8444,Летные  проверки и системы,Абхазия
BL-5046,Аэрофлот ПАО,Багамы
YO-2900,Полярные авиалинии АО,Израиль
QI-3846,ДОНАВИА,Бруней-Даруссалам
MY-6027,Аэролимузин,Британская территория в Индийском океане
SN-6649,Ай Флай,Бутан
OA-1069,АРКТИКА,Бермуды
SA-5654,РУССЭЙР,Грузия
LR-1503,Геликс,Венесуэла Боливарианская Республика
LR-8588,АЛРОСА Авиакомпания АО,Беларусь
TN-5003,Норильск Авиа,Белиз
WV-8717,АЛРОСА Авиакомпания АО,Антигуа и Барбуда
RT-1737,Норильск Авиа,Коста-Рика
VT-9524,Летные  проверки и системы,Иордания
eR-1172,Аэрофлот ПАО,Виргинские острова, Британские
Ve-5488,Полярные авиалинии АО,Боливия, Многонациональное Государство
PC-6241,КрасАвиа,Гана
MQ-9451,Ангара АК ЗАО,Иордания
PD-3919,Северный Ветер,Доминика
OT-8225,БАРКОЛ,Гонконг
KS-3517,Аэросервис (Чита),Катар
eK-8341,Летные  проверки и системы,Катар
AR-5437,Петрозаводск Аэропорт,Бермуды
VD-6592,Псковавиа,Албания
CS-4939,СИРИУС-АЭРО,Австралия
AK-7662,Летные  проверки и системы,Багамы
BG-4623,РОЯЛ ФЛАЙТ,Бенин
SC-1289,Казанское авиапредприятие,Болгария
XS-8474,РКП «АК «Тува Авиа»,Кирибати
QX-3555,ИрАэро АК АО,Индия
KK-1825,Аэросервис (Даг.),Джибути
IK-1347,Норильск Авиа,Коста-Рика
OF-8506,АэроГео,Бутан
RX-1520,Нарьян-Марский ОАО,Гондурас
PX-8674,Грозный Авиа ПАО,Бурунди
KY-9994,Конверс Авиа,Киргизия
QR-5060,Ай Флай,name
NP-9075,Алтайские Авиалинии,Гибралтар
AN-6760,Арт Авиа,Гвинея
BA-5737,ИрАэро АК АО,Азербайджан
ZU-2135,Ижавиа ОАО,Колумбия
QR-8926,ВЕКТОР АПК ООО,Бонайре, Саба и Синт-Эстатиус
TO-5823,Ред Вингс АО,Ирландия
Re-6184,Северный Ветер,Египет
TC-4113,Авиалифт Владивосток,Гибралтар
AI-6816,Авиакон Цитотранс,Коста-Рика
LF-9283,Полярные авиалинии АО,Барбадос
